supplier_id,date,weather_signal,congestion_signal,demand_pressure,observed_delay_fraction,onset_today,active_disruption
S001,2029-06-29,0.454492959398,0.256645791937,0.407581828382,0.1,0,0
S001,2029-06-30,0.389065035689,0.227661052792,0.456775932263,0.1,0,0
S001,2029-07-01,0.514990996682,0.22194808663,0.455556653883,0.15,0,0
S001,2029-07-02,0.579682312311,0.315419414833,0.409026339564,0.1,0,0
S001,2029-07-03,0.758345732106,0.437265611292,0.366921446388,0.25,1,1
S001,2029-07-04,0.77922647942,0.403458387286,0.376799884656,0.3,0,1
S001,2029-07-05,0.759186880311,0.343249501929,0.387528635596,0.6,0,1
S001,2029-07-06,0.650075766942,0.302940168526,0.445149818649,0.75,0,1
S001,2029-07-07,0.689307294507,0.316456926922,0.418966653215,0.05,0,0
S001,2029-07-08,0.752966686789,0.267475063842,0.447680016207,0.35,0,0
S001,2029-07-09,0.542335569092,0.211002807492,0.397334423391,0.4,0,0
S001,2029-07-10,0.554506179696,0.219294282185,0.331666516079,0.05,0,0
S001,2029-07-11,0.476779684061,0.158738960165,0.400082508487,0.05,0,0
S001,2029-07-12,0.390122154089,0.270034234298,0.404133676232,0.05,0,0
S001,2029-07-13,0.381389884101,0.22206078084,0.424600122974,0.1,0,0
S001,2029-07-14,0.458018228527,0.305020093618,0.455796826132,0.1,0,0
S001,2029-07-15,0.420021050032,0.378462152779,0.585739392262,0.05,0,0
S001,2029-07-16,0.513010627451,0.42391638849,0.663415256978,0.1,0,0
S001,2029-07-17,0.509729825919,0.426816356647,0.639592714826,0.25,0,0
S001,2029-07-18,0.638433070456,0.456297375768,0.603539561517,0.15,0,0
S001,2029-07-19,0.606001905514,0.491153752177,0.637198484956,0.3,0,0
S001,2029-07-20,0.622893192665,0.586967368383,0.516525426386,0.15,0,0
S001,2029-07-21,0.503298172891,0.463679402713,0.47793590356,0.4,0,0
S001,2029-07-22,0.560473095368,0.4180545009,0.421709687495,0.25,0,0
S001,2029-07-23,0.539951692356,0.507426093566,0.449732799486,0.1,0,0
S001,2029-07-24,0.580509881464,0.582215554783,0.38965618264,0.3,0,0
S001,2029-07-25,0.517601954333,0.442497413606,0.372948324537,0.2,0,0
S001,2029-07-26,0.562473323743,0.343262578164,0.32685283821,0.1,0,0
S001,2029-07-27,0.427636207248,0.379894851694,0.315115919742,0.05,0,0
S001,2029-07-28,0.438788214046,0.430083813803,0.353132664244,0.05,0,0
S001,2029-07-29,0.398825344626,0.444453087575,0.302762174247,0.05,0,0
S001,2029-07-30,0.559968210686,0.351696695925,0.255710003659,0.2,0,0
S001,2029-07-31,0.54654634164,0.386298284565,0.288289040542,0.15,0,0
S001,2029-08-01,0.519058419755,0.306824783729,0.357384401712,0.2,0,0
S001,2029-08-02,0.485401325733,0.340611852773,0.328569586736,0.2,0,0
S001,2029-08-03,0.416915981642,0.286550793718,0.404333357165,0.05,0,0
S001,2029-08-04,0.516487123821,0.291346544428,0.388699278771,0,0,0
S001,2029-08-05,0.482310567335,0.246660809465,0.454707762682,0.05,0,0
S001,2029-08-06,0.482060849701,0.212095004576,0.495302253135,0.65,1,1
S001,2029-08-07,0.518135721873,0.235181959407,0.436542409631,0.45,0,1
S001,2029-08-08,0.580230712983,0.217921121142,0.446916780013,0.4,0,1
S001,2029-08-09,0.607326740929,0.354572070581,0.530659569391,0.6,0,1
S001,2029-08-10,0.609864840562,0.510970415146,0.56358736861,0.2,0,0
S001,2029-08-11,0.535259284836,0.476589291184,0.576357304413,0.1,0,0
S001,2029-08-12,0.347147815782,0.51817845833,0.502201471913,0.15,0,0
S001,2029-08-13,0.407767415325,0.597980732083,0.493896691205,0.15,0,0
S001,2029-08-14,0.448615839164,0.474885389198,0.365758983461,0.2,0,0
S001,2029-08-15,0.422834193374,0.438490796617,0.355418684525,0.2,0,0
S001,2029-08-16,0.439492532805,0.392467103133,0.496438895204,0.25,0,0
S001,2029-08-17,0.326336322024,0.375826799117,0.582531743892,0.15,0,0
S001,2029-08-18,0.305535884597,0.355781483269,0.567634218574,0.25,0,0
S001,2029-08-19,0.294972021851,0.264000938254,0.525123012734,0.05,0,0
S001,2029-08-20,0.340037910919,0.312265775514,0.593522809624,0.15,0,0
S001,2029-08-21,0.387761616999,0.320976892829,0.604705385027,0.15,0,0
S001,2029-08-22,0.416209019148,0.397353852757,0.608280864212,0.3,0,0
S001,2029-08-23,0.438440240496,0.412965156522,0.556889294956,0.15,0,0
S001,2029-08-24,0.431749930563,0.487961278695,0.474278656027,0.15,0,0
S001,2029-08-25,0.461249550899,0.380955188725,0.534880954426,0.25,0,0
S001,2029-08-26,0.443357424727,0.451391539175,0.463102423152,0.1,0,0
S001,2029-08-27,0.535733757628,0.328988220119,0.532376068065,0.1,0,0
S001,2029-08-28,0.549757134443,0.364207997296,0.592369924215,0.15,0,0
S001,2029-08-29,0.45117387301,0.335287010671,0.564008740262,0.05,0,0
S001,2029-08-30,0.467220854683,0.252037426443,0.50978254838,0.1,0,0
S001,2029-08-31,0.48252750141,0.309560186914,0.464914083503,0.05,0,0
S001,2029-09-01,0.361498240984,0.346792258533,0.43054686928,0.1,0,0
S001,2029-09-02,0.360262428163,0.414814105593,0.603262544948,0.2,0,0
S001,2029-09-03,0.398271241432,0.487118819359,0.513937861687,0.2,0,0
S001,2029-09-04,0.30540521412,0.557376476981,0.409651239452,0.15,0,0
S001,2029-09-05,0.308184068992,0.478690358902,0.473655335046,0.05,0,0
S001,2029-09-06,0.402504609407,0.497809510007,0.495974302068,0.05,0,0
S001,2029-09-07,0.349073051519,0.453323384961,0.505393830581,0.2,0,0
S001,2029-09-08,0.388576683487,0.489183606958,0.511664689661,0.05,0,0
